"";"BirdId";"MS";"TA";"BH";"LogitH";"H";"LogitB";"B";"HT";"WL";"YP";"SY";"CL";"LogitSurvWS";"U";"TH";"SurvWS";"HS";"LS";"CS";"Cort";"Cho";"DS";"AgeN";"SexN";"Sex";"Age";"MonthNum";"Density";"Latitude";"Longitude";"ObsCatchNr";"Area";"Catching_loc";"CapDate";"SampleYear"
"1637";"10442";529;98;5,099999905;NA;NA;NA;NA;0,231944444;257;2;"2017_2018";"Oosterschelde";2,43187440190775;0,677;120,5999985;0,919225816;65;70,1;83,7;7,617780983;7,7;79;3;2;"M";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1638";"10443";520;98;5;-0,213706900726257;0,4467756865;-4,98578357739177;0,00678802839;0,236805556;270;2;"2017_2018";"Oosterschelde";2,43187440190775;0,352;123,6999969;0,919225816;74,6;75,8;82,5;8,322898065;6,5;79;3;1;"F";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1639";"10444";515;101;3,5;NA;NA;NA;NA;0,233333333;270;2;"2017_2018";"Oosterschelde";2,43187440190775;0,586;128,6999969;0,919225816;76,2;76,8;82,6;17,83341656;7,2;79;3;1;"F";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1640";"10445";528;90;4,699999809;NA;NA;NA;NA;0,111805556;270;2;"2017_2018";"Oosterschelde";2,43187440190775;0,964;107,5999985;0,919225816;66,8;66,4;78,8;15,45795983;7,1;79;3;2;"M";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1641";"10446";597;97;6,199999809;NA;NA;NA;NA;0,126388889;256;2;"2017_2018";"Oosterschelde";2,43187440190775;0,357;111,5999985;0,919225816;64,1;65,4;80;12,96942004;6,8;79;3;2;"M";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1642";"10447";492;100;4,599999905;-0,259390887629757;0,4355134474;-4,78903376323544;0,00825183374;0,229861111;268;2;"2017_2018";"Oosterschelde";3,0029657542241;0,574;125,5;0,95270793;69,6;62,4;73;11,65966612;6,9;79;2;1;"F";"Sub-Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1643";"10448";512;96;4,099999905;NA;NA;NA;NA;0,227083333;260;2;"2017_2018";"Oosterschelde";2,43187440190775;0,707;129,3999939;0,919225816;70,9;73,6;82,6;15,90461429;8,3;79;3;1;"F";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1644";"10449";530;100;5,699999809;NA;NA;NA;NA;0,226388889;272;2;"2017_2018";"Oosterschelde";2,43187440190775;0,232;117,5;0,919225816;69;72,5;82,9;7,303737792;8,4;79;3;2;"M";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1645";"10450";619;98;5,099999905;NA;NA;NA;NA;0,127083333;265;2;"2017_2018";"Oosterschelde";2,43187440190775;0,555;117,1999969;0,919225816;62,3;68,5;84,6;7,641921359;5,7;79;3;1;"F";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1646";"10451";540;97;3,400000095;NA;NA;NA;NA;0,286111111;263;2;"2017_2018";"Oosterschelde";3,0029657542241;0,404;125,8000031;0,95270793;63,7;68,8;83,6;5,178923217;8,9;79;2;1;"F";"Sub-Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1647";"10452";535;96;4,400000095;-0,272270947524684;0,4323496659;-5,23672187961466;0,00528953229;0,284722222;265;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;131,6000061;0,919225816;69;72,5;82,9;4,854567791;NA;79;3;1;"F";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1648";"10453";580;102;6,300000191;-0,238575402500244;0,4406374502;-4,96847693715509;0,00690571049;0,086111111;261;2;"2017_2018";"Oosterschelde";2,43187440190775;0,547;118,4000015;0,919225816;58,7;66,3;86,1;15,5195568;6,3;79;3;2;"M";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1649";"10454";500;97;5,400000095;-0,109690865587656;0,4726047466;-5,03783768822428;0,00644594199;0,225694444;271;2;"2017_2018";"Oosterschelde";2,43187440190775;0,501;121,8000031;0,919225816;72;74,3;82,6;9,624466549;9,5;79;3;1;"F";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1650";"10456";510;96;4,800000191;-0,211217042359613;0,447391179;-4,81131289600177;0,00807149034;0,13125;263;2;"2017_2018";"Oosterschelde";3,0029657542241;0,567;121,8000031;0,95270793;NA;NA;NA;11,21937201;7;79;2;1;"F";"Sub-Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1651";"10457";511;92;5,5;-0,354171813805702;0,412371134;-4,6220851420809;0,00973654066;0,121527778;258;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;113,4000015;0,919225816;65;70,1;83,7;13,12170195;7,3;79;3;2;"M";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1652";"10458";520;96;5,599999905;NA;NA;NA;NA;0,127777778;262;2;"2017_2018";"Oosterschelde";2,43187440190775;0,431;114,5;0,919225816;69,4;72,7;82,8;11,97337451;5,8;79;3;2;"M";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1653";"10459";645;101;5,800000191;-0,295916558302327;0,4265560166;-5,14249862974222;0,00580912863;0,113194444;270;2;"2017_2018";"Oosterschelde";2,43187440190775;0,557;122,5;0,919225816;68,3;72;83;11,12869105;6,2;79;3;2;"M";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1654";"10460";552;102;4,900000095;-0,350081317663523;0,4133627019;-4,72295322132667;0,00881057269;0,123611111;270;2;"2017_2018";"Oosterschelde";3,0029657542241;0,623;123,6999969;0,95270793;68,8;56,2;67,7;10,67105437;8;79;2;1;"F";"Sub-Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1655";"10461";491;97;3;-0,291048269620016;0,4277472527;-5,10263421325545;0,00604395604;0,120138889;257;2;"2017_2018";"Oosterschelde";3,0029657542241;0,628;117,5;0,95270793;64,4;57;71,4;12,98588409;7,4;79;2;2;"M";"Sub-Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1656";"10462";539;98;4;-0,311656617979674;0,4227104288;-5,09534934887976;0,00608787718;0,118055556;269;2;"2017_2018";"Oosterschelde";2,43187440190775;0,797;126,9000015;0,919225816;65,8;70,5;83,5;11,53100779;6,5;79;3;1;"F";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1657";"10463";504;97;5,400000095;-0,212204148739788;0,4471471471;-4,92544044764271;0,00720720721;0,116666667;266;2;"2017_2018";"Oosterschelde";2,43187440190775;0,511;112,3000031;0,919225816;NA;NA;NA;14,2724222;7;79;3;2;"M";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1658";"10464";514;91;5,5;-0,138453469719537;0,4654418198;-5,08935845033934;0,00612423447;0,115277778;258;2;"2017_2018";"Oosterschelde";2,43187440190775;0,634;108,0999985;0,919225816;69;72,5;82,9;10,20157559;5,5;79;3;2;"M";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1659";"10465";508;94;5,400000095;NA;NA;NA;NA;0,114583333;268;2;"2017_2018";"Oosterschelde";2,43187440190775;0,527;116,0999985;0,919225816;64,7;69,9;83,8;7,327056778;4,9;79;3;1;"F";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1660";"10466";557;102;4,599999905;-0,25597384769911;0,4363536819;-5,01865857732523;0,00656994251;0,129861111;270;2;"2017_2018";"Oosterschelde";2,43187440190775;0,741;127,3000031;0,919225816;66,8;71,2;83,3;14,07608748;7,1;79;3;2;"M";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1661";"10467";546;99;5,5;-0,0724520417038484;0,4818949088;-4,36751974266678;0,01252382249;0,072222222;263;2;"2017_2018";"Oosterschelde";3,0029657542241;NA;112,5999985;0,95270793;63,1;52,6;68,1;13,42581463;NA;79;2;2;"M";"Sub-Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1662";"10468";554;98;6,300000191;-0,210379509488443;0,4475982533;-4,83106856018135;0,00791484716;0,090277778;259;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;114,4000015;0,919225816;72,8;74,7;82,5;22,49568885;NA;79;3;2;"M";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1663";"10469";555;99;5,099999905;-0,342229518609646;0,4152680022;-4,74002882292523;0,00866269626;0,084027778;256;2;"2017_2018";"Oosterschelde";2,43187440190775;0,378;109,6999969;0,919225816;65,4;70,3;83,6;17,47954414;6,7;79;3;2;"M";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1664";"10470";508;99;6,300000191;-0,183417447367394;0,4542737597;-4,88914539651096;0,00747160789;0,079861111;255;2;"2017_2018";"Oosterschelde";2,43187440190775;0,787;117,3000031;0,919225816;60,9;67,6;85,1;16,45549439;7,4;79;3;2;"M";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1665";"10471";510;95;4,599999905;-0,326498048363383;0,4190929451;-4,99608551338188;0,00671892497;0,077777778;265;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;116,6999969;0,919225816;66,5;71;83,3;11,70189622;NA;79;3;2;"M";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1666";"10472";520;94;4,900000095;-0,122765875586813;0,4693470202;-4,48777169186491;0,01112061591;0,077777778;258;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;118,0999985;0,919225816;64;69,5;84;15,79560156;NA;79;3;2;"M";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1667";"10473";580;108;2,5;NA;NA;NA;NA;0,094444444;265;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;131,6000061;0,919225816;58;65,9;86,4;12,42129024;NA;79;3;1;"F";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1668";"10474";504;93;6,400000095;-0,180594528452557;0,4549736769;-4,59764191998648;0,00997506234;0,072916667;270;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;112,8000031;0,919225816;61,3;67,8;85;30,7769021;NA;79;3;2;"M";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1669";"10475";NA;103;5,5;NA;NA;NA;NA;0,102777778;266;2;"2017_2018";"Oosterschelde";2,43187440190775;0,854;124,8000031;0,919225816;70,1;73,1;82,7;26,16168395;6,9;79;3;1;"F";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1670";"10476";517;98;5,5;-0,220449342388914;0,4451097804;-4,78691686539681;0,00826917593;0,073611111;262;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;119,1999969;0,919225816;66,8;71,2;83,3;23,65708731;NA;79;3;2;"M";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1671";"10477";578;94;5;NA;NA;NA;NA;0,066666667;269;2;"2017_2018";"Oosterschelde";3,0029657542241;0,771;116,5999985;0,95270793;66,6;68,7;81,1;8,647969342;6;79;2;1;"F";"Sub-Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1672";"10478";541;101;3,799999952;NA;NA;NA;NA;0,064583333;265;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;121,8000031;0,919225816;65,4;70,3;83,6;16,66661559;NA;79;3;2;"M";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1673";"10479";563;96;5,5;-0,269228500630312;0,4330965068;-4,78451111464103;0,00828892836;0,060416667;262;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;115,5999985;0,919225816;66,1;70,7;83,4;36,56001817;NA;79;3;2;"M";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1674";"10480";461;97;4,699999809;NA;NA;NA;NA;0,2875;255;2;"2017_2018";"Oosterschelde";3,0029657542241;0,488;114,8000031;0,95270793;69,5;53,2;64,5;11,57628226;5,7;79;2;2;"M";"Sub-Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1675";"10481";546;94;5,800000191;NA;NA;NA;NA;0,170833333;263;2;"2017_2018";"Oosterschelde";2,43187440190775;0,485;120,9000015;0,919225816;62,3;68,5;84,6;15,80822781;9,6;79;3;1;"F";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1676";"10482";572;101;4,5;NA;NA;NA;NA;0,070833333;268;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;118,5;0,919225816;63,3;69,1;84,2;20,41560166;NA;79;3;2;"M";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1677";"10483";464;96;5,199999809;-0,0705384666965566;0,4823726917;-5,23167136229626;0,00531617236;0,26875;260;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;108,3000031;0,919225816;66,8;71,2;83,3;3,440082936;NA;79;3;2;"M";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1678";"10484";576;99;3,5;NA;NA;NA;NA;0,222222222;263;2;"2017_2018";"Oosterschelde";2,43187440190775;1,092;128,5;0,919225816;67,9;71,8;83;16,7766559;10,9;79;3;1;"F";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1679";"10485";540;102;6;NA;NA;NA;NA;0,197222222;266;2;"2017_2018";"Oosterschelde";2,43187440190775;0,57;123,5999985;0,919225816;61,3;67,8;85;7,243467434;8,1;79;3;2;"M";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1680";"10486";544;97;5;-0,265991436302338;0,433891455;-5,05276552356687;0,00635103926;0,196527778;262;2;"2017_2018";"Oosterschelde";2,43187440190775;0,548;110,8000031;0,919225816;67,6;71,6;83,1;8,036324177;7,6;79;3;2;"M";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1681";"10487";565;93;4,699999809;-0,174180958339519;0,4565645207;-5,03469143655752;0,00646612314;0,195833333;266;2;"2017_2018";"Oosterschelde";2,43187440190775;0,725;117,8000031;0,919225816;68,7;72,3;82,9;8,182190354;7,9;79;3;2;"M";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1682";"10488";527;96;4,900000095;NA;NA;NA;NA;0,19375;268;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;122;0,919225816;62,6;68,7;84,5;9,877270712;7,5;79;3;2;"M";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1683";"10489";466;96;5,099999905;-0,417983326323353;0,396999423;-4,8851302116895;0,00750144259;0,193055556;264;2;"2017_2018";"Oosterschelde";2,43187440190775;0,514;114;0,919225816;64;69,5;84;10,27938022;7,9;79;3;2;"M";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1684";"10490";560;94;4,199999809;NA;NA;NA;NA;0,098611111;268;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;119,1999969;0,919225816;67,9;71,8;83;15,57838083;NA;79;3;2;"M";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1685";"10491";577;95;4,599999905;-0,270060471213613;0,4328922495;-5,07517381591808;0,00621118012;0,270833333;263;2;"2017_2018";"Oosterschelde";2,43187440190775;0,165;113;0,919225816;NA;NA;NA;7,586388818;7,5;79;3;2;"M";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1686";"10492";493;98;3,099999905;-0,324432464622207;0,4195959037;-5,14194199208041;0,00581234431;0,1;260;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;127,8000031;0,919225816;70,5;73,4;82,7;7,508868023;NA;79;3;1;"F";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1687";"10493";534;98;5,599999905;-0,296649224977426;0,4263768116;-4,67107496074964;0,00927536232;0,134722222;266;2;"2017_2018";"Oosterschelde";2,43187440190775;0,877;116,4000015;0,919225816;64,3;69,7;83,9;17,5627819;7,1;79;3;2;"M";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1688";"10494";545;96;3,700000048;NA;NA;NA;NA;0,133333333;262;2;"2017_2018";"Oosterschelde";2,43187440190775;0,978;119,5;0,919225816;72,4;74,5;82,5;10,63727466;8,2;79;3;2;"M";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1689";"10495";512;93;5,400000095;NA;NA;NA;NA;0,131944444;267;2;"2017_2018";"Oosterschelde";2,43187440190775;0,528;116,8000031;0,919225816;66,5;71;83,3;13,34477403;7,7;79;3;2;"M";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1690";"10496";552;98;5;-0,241994824122365;0,4397948164;-5,21602212466978;0,00539956803;0,107638889;265;2;"2017_2018";"Oosterschelde";2,43187440190775;0,302;115,9000015;0,919225816;67,6;71,6;83,1;10,91400572;7,9;79;3;2;"M";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1691";"10497";585;98;5,199999809;NA;NA;NA;NA;0,10625;269;2;"2017_2018";"Oosterschelde";2,43187440190775;0,712;123,3000031;0,919225816;68,3;72;83;31,83136356;5;79;3;1;"F";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1692";"10498";466;97;4,699999809;NA;NA;NA;NA;0,223611111;263;2;"2017_2018";"Oosterschelde";3,0029657542241;0,999;116;0,95270793;66,4;67,5;80,1;15,54773856;6,4;79;2;2;"M";"Sub-Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1693";"10499";529;101;4,099999905;-0,259009816879658;0,4356071327;-5,0726137223916;0,00622700255;0,271527778;270;2;"2017_2018";"Oosterschelde";2,43187440190775;0,424;120,8000031;0,919225816;67,2;71,4;83,2;10,26837493;8;79;3;1;"F";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1694";"10500";620;97;4,699999809;NA;NA;NA;NA;0,167361111;273;2;"2017_2018";"Oosterschelde";2,43187440190775;0,743;116,4000015;0,919225816;68,7;72,3;82,9;15,83889808;7,5;79;3;2;"M";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1695";"10501";489;97;3,200000048;-0,162548445009859;0,4594521291;-4,94739507572587;0,00705180363;0,18125;267;2;"2017_2018";"Oosterschelde";2,43187440190775;0,442;123,6999969;0,919225816;66,5;71;83,3;11,77857035;6,5;79;3;1;"F";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1696";"10502";502;92;2,5;-0,202064035578893;0,4496551724;-5,0109130325669;0,00662068966;0,179861111;250;2;"2017_2018";"Oosterschelde";2,43187440190775;0,945;112,0999985;0,919225816;63,3;69,1;84,2;13,8609023;8,4;79;3;2;"M";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1697";"10503";471;95;5;-0,0978775755075991;0,4755501222;-5,14289394657424;0,00580684597;0,178472222;257;2;"2017_2018";"Oosterschelde";2,43187440190775;0,453;112,8000031;0,919225816;63,4;64,5;79,7;7,180233044;7,7;79;3;2;"M";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1698";"10504";550;98;4;-0,221713028772853;0,4447976879;-5,19907842658871;0,00549132948;0,177777778;277;2;"2017_2018";"Oosterschelde";2,43187440190775;0,512;132,3000031;0,919225816;69;72,5;82,9;10,05126044;7,2;79;3;1;"F";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1699";"10505";476;95;4,099999905;NA;NA;NA;NA;0,176388889;256;2;"2017_2018";"Oosterschelde";2,43187440190775;0,273;113,9000015;0,919225816;59;66,5;86;14,02508504;8,3;79;3;2;"M";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1700";"10506";493;96;5;-0,18138595734253;0,4547774312;-5,07090334617304;0,00623759569;0,213888889;263;2;"2017_2018";"Oosterschelde";2,43187440190775;0,309;109;0,919225816;66,8;71,2;83,3;5,908433705;7,2;79;3;2;"M";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1701";"10507";564;102;2,700000048;-0,158266250544721;0,4605158203;-5,00689497392041;0,00664716831;0,173611111;266;2;"2017_2018";"Oosterschelde";2,43187440190775;0,28;126,3000031;0,919225816;54,6;55,8;79,7;NA;6;79;3;1;"F";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1702";"10508";504;98;5,300000191;-0,359920554469602;0,4109787976;-4,8037282614869;0,00813244264;0,186111111;263;2;"2017_2018";"Oosterschelde";3,0029657542241;0,456;115,3000031;0,95270793;66,6;62,1;74,8;11,14917877;7,1;79;2;2;"M";"Sub-Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1703";"10509";504;96;5,400000095;NA;NA;NA;NA;0,061111111;266;2;"2017_2018";"Oosterschelde";3,0029657542241;NA;123,4000015;0,95270793;65,4;NA;83,6;26,94049246;NA;79;2;1;"F";"Sub-Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1704";"10510";548;99;5,099999905;-0,340992137305002;0,4155684952;-5,14012343547593;0,0058228624;0,220138889;270;2;"2017_2018";"Oosterschelde";2,43187440190775;0,69;120,6999969;0,919225816;67,2;71,4;83,2;11,34913874;6,8;79;3;2;"M";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1705";"10511";596;103;4,900000095;-0,330585538276306;0,4180981595;-4,86290838159922;0,00766871166;0,21875;275;2;"2017_2018";"Oosterschelde";2,43187440190775;0,674;120,5999985;0,919225816;64,1;68;82,5;6,029791767;8,7;79;3;2;"M";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1706";"10512";520;100;6;-0,226699562263058;0,4435665914;-5,27754760545922;0,00507900677;0,218055556;263;2;"2017_2018";"Oosterschelde";2,43187440190775;0,589;114,9000015;0,919225816;58,7;66,3;86,1;7,335806809;7,6;79;3;2;"M";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
"1707";"10513";479;98;3,900000095;NA;NA;NA;NA;0,216666667;261;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;123,5;0,919225816;64;69,5;84;4,344258476;NA;79;3;1;"F";"Adult";3;69,9158399753538;51,68503571;3,847695112;"66902248";"Prunjepolder, Oosterschelde";"Oosterschelde";"19-1-2018";"2017_2018"
