"";"BirdId";"Area";"MS";"TA";"BH";"LogitH";"LogitB";"HT";"HT2";"YP";"SY";"CL";"LogitSurvWS";"U_perVolBlood";"Cort";"Cho_perVolBlood";"DS";"AgeN";"SexN";"Sex";"Age";"SeenF";"Seen";"Area_Model";"Area1";"nHT";"nHT2";"nBH";"nDS"
"766";"10522";"Prunjepolder, Oosterschelde";567;99;4,699999809;-0,0649340125721745;-5,04034819137163;0,15;0,0225;2;"2017_2018";"Oosterschelde";2,43187440190775;1,32601561559594;11,39913918;14,1232432430337;79;3;1;"F";"Adult";"0";0;"D";1;-0,117089476961058;-0,313424924556644;0,379347690724224;-0,988380048067788
"767";"10524";"Prunjepolder, Oosterschelde";553;98;4,400000095;NA;NA;0,146527778;0,0214703897256173;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;9,39585146;NA;79;3;2;"M";"Adult";"0";0;"D";1;-0,167894721392933;-0,358788344884164;0,0827081014746927;-0,988380048067788
"768";"10520";"Prunjepolder, Oosterschelde";543;87;4,800000191;-0,0683772975970692;-4,978830493931;0,153472222;0,0235537229256173;2;"2017_2018";"Oosterschelde";2,43187440190775;2,56539603938866;14,8343597;15,6785090260575;79;3;1;"F";"Adult";"0";0;"D";1;-0,066284232529184;-0,266999129114599;0,478228025794396;-0,988380048067788
"769";"10519";"Prunjepolder, Oosterschelde";585;98;5,099999905;-0,326102733421568;-4,84092355323232;0,154166667;0,0237673612138889;2;"2017_2018";"Oosterschelde";2,43187440190775;1,30198113210495;9,863619798;10,2971698115539;79;3;2;"M";"Adult";"0";0;"D";1;-0,0561231748636621;-0,257586476861564;0,774867615043927;-0,988380048067788
"770";"10518";"Prunjepolder, Oosterschelde";478;95;6;NA;NA;0,155555556;0,0241975310024691;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;9,582013891;NA;79;3;2;"M";"Adult";"0";0;"D";1;-0,03580107416453;-0,238633700828646;1,66478732511851;-0,988380048067788
"813";"10441";"Prunjepolder, Oosterschelde";551;100;3,5;-0,113243035924569;-5,16934698476835;0,110416667;0,0121918403513889;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;11,28582548;NA;79;3;1;"F";"Adult";"0";0;"D";1;-0,696269295674632;-0,767590340906505;-0,807211608599893;-0,988380048067788
"814";"10445";"Prunjepolder, Oosterschelde";528;90;4,699999809;NA;NA;0,111805556;0,0125004823524691;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;15,45795983;NA;79;3;2;"M";"Adult";"0";0;"D";1;-0,675947194975499;-0,753991936564509;0,379347690724224;-0,988380048067788
"815";"10459";"Prunjepolder, Oosterschelde";645;101;5,800000191;-0,295916558302327;-5,14249862974222;0,113194444;0,0128129821524691;2;"2017_2018";"Oosterschelde";2,43187440190775;0,981264619886125;11,12869105;10,9225146199174;79;3;2;"M";"Adult";"1";1;"D";1;-0,655625108908279;-0,740223562129662;1,46702759928176;-0,988380048067788
"816";"10465";"Prunjepolder, Oosterschelde";508;94;5,400000095;NA;NA;0,114583333;0,0131293402013889;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;7,327056778;NA;79;3;1;"F";"Adult";"0";0;"D";1;-0,635303008209147;-0,726285197775495;1,07150767496206;-0,988380048067788
"817";"10464";"Prunjepolder, Oosterschelde";514;91;5,5;-0,138453469719537;-5,08935845033934;0,115277778;0,0132889661006173;2;"2017_2018";"Oosterschelde";2,43187440190775;1,19977152323961;10,20157559;10,4081125833089;79;3;2;"M";"Adult";"0";0;"D";1;-0,625141950543625;-0,719252267994178;1,17038753837483;-0,988380048067788
"818";"10463";"Prunjepolder, Oosterschelde";504;97;5,400000095;-0,212204148739788;-4,92544044764271;0,116666667;0,0136111111888889;2;"2017_2018";"Oosterschelde";2,43187440190775;0,936505228322333;14,2724222;12,8288387441415;79;3;2;"M";"Adult";"0";0;"D";1;-0,604819849844493;-0,7050589334779;1,07150767496206;-0,988380048067788
"819";"10462";"Prunjepolder, Oosterschelde";539;98;4;-0,311656617979674;-5,09534934887976;0,118055556;0,0139371143024691;2;"2017_2018";"Oosterschelde";2,43187440190775;1,39530398516657;11,53100779;11,3795180722493;79;3;1;"F";"Adult";"1";1;"D";1;-0,584497749145361;-0,690695618894344;-0,312811821856212;-0,988380048067788
"821";"10457";"Prunjepolder, Oosterschelde";511;92;5,5;-0,354171813805702;-4,6220851420809;0,121527778;0,0147690008256173;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;13,12170195;12,6321110004447;79;3;2;"M";"Adult";"1";1;"D";1;-0,533692504713487;-0,654043674995481;1,17038753837483;-0,988380048067788
"823";"10446";"Prunjepolder, Oosterschelde";597;97;6,199999809;NA;NA;0,126388889;0,0159741512626543;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;12,96942004;NA;79;3;2;"M";"Adult";"0";0;"D";1;-0,46256515958248;-0,600946161117251;1,86254705095527;-0,988380048067788
"824";"10450";"Prunjepolder, Oosterschelde";619;98;5,099999905;NA;NA;0,127083333;0,0161501735263889;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;7,641921359;NA;79;3;1;"F";"Adult";"0";0;"D";1;-0,45240411654887;-0,593190826758743;0,774867615043927;-0,988380048067788
"825";"10458";"Prunjepolder, Oosterschelde";520;96;5,599999905;NA;NA;0,127777778;0,0163271605506173;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;11,97337451;NA;79;3;2;"M";"Adult";"0";0;"D";1;-0,442243058883348;-0,585392986185131;1,26926740178761;-0,988380048067788
"826";"10466";"Prunjepolder, Oosterschelde";557;102;4,599999905;-0,25597384769911;-5,01865857732523;0,129861111;0,0168639081501543;2;"2017_2018";"Oosterschelde";2,43187440190775;1,33015872233894;14,07608748;12,745110564921;79;3;2;"M";"Adult";"0";0;"D";1;-0,411759915150606;-0,561744516882332;0,280467828300246;-0,988380048067788
"828";"10495";"Prunjepolder, Oosterschelde";512;93;5,400000095;NA;NA;0,131944444;0,0174093363024691;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;13,34477403;NA;79;3;2;"M";"Adult";"1";1;"D";1;-0,381276771417863;-0,537713592611736;1,07150767496206;-0,988380048067788
"829";"10494";"Prunjepolder, Oosterschelde";545;96;3,700000048;NA;NA;0,133333333;0,0177777776888889;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;10,63727466;NA;79;3;2;"M";"Adult";"0";0;"D";1;-0,360954670718731;-0,521480497532888;-0,609451646440041;-0,988380048067788
"830";"10493";"Prunjepolder, Oosterschelde";534;98;5,599999905;-0,296649224977426;-4,67107496074964;0,134722222;0,0181500771006173;2;"2017_2018";"Oosterschelde";2,43187440190775;1,55400616334735;17,5627819;12,5808936827437;79;3;2;"M";"Adult";"0";0;"D";1;-0,340632570019599;-0,505077422386762;1,26926740178761;-0,988380048067788
"849";"10855";"Schor Wilhelminapolder, Zeeland";478;98;3,400000095;-0,353321749995396;-5,4892328429156;0,125694444;0,0157990932524691;2;"2017_2018";"Oosterschelde";2,43187440190775;0,641169773274076;7,003485073;11,1433249365815;90;3;2;"M";"Adult";"0";0;"D";2;-0,472726217248002;-0,608659011596031;-0,90609147201267;1,00702872822001
"850";"10851";"Schor Wilhelminapolder, Zeeland";563;99;4,300000191;NA;NA;0,127083333;0,0161501735263889;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;8,028437752;NA;90;3;1;"F";"Adult";"0";0;"D";2;-0,45240411654887;-0,593190826758743;-0,016171760949285;1,00702872822001
"851";"10848";"Schor Wilhelminapolder, Zeeland";481;95;3,900000095;-0,321599670246693;-4,84282857474336;0,127777778;0,0163271605506173;2;"2017_2018";"Oosterschelde";2,43187440190775;0,35671132075152;8,02356432;7,86863207540118;90;3;1;"F";"Adult";"1";1;"D";2;-0,442243058883348;-0,585392986185131;-0,411691685268988;1,00702872822001
"852";"10843";"Schor Wilhelminapolder, Zeeland";547;100;5,099999905;-0,288875389924452;-5,04625980536911;0,129166667;0,0166840278638889;2;"2017_2018";"Oosterschelde";2,43187440190775;0,36969651742632;5,671410106;10,9670737226947;90;3;1;"F";"Adult";"1";1;"D";2;-0,421920958184216;-0,569669831185733;0,774867615043927;1,00702872822001
"853";"10842";"Schor Wilhelminapolder, Zeeland";460;94;2,200000048;NA;NA;0,13125;0,0172265625;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;7,021055008;NA;90;3;1;"F";"Adult";"0";0;"D";2;-0,391437814451474;-0,545766391843209;-2,09265100667108;1,00702872822001
"854";"10841";"Schor Wilhelminapolder, Zeeland";518;94;3,700000048;NA;NA;0,132638889;0,0175930748751543;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;8,38988693;NA;90;3;2;"M";"Adult";"1";1;"D";2;-0,371115713752342;-0,529618286736808;-0,609451646440041;1,00702872822001
"855";"10840";"Schor Wilhelminapolder, Zeeland";575;94;3,900000095;NA;NA;0,134722222;0,0181500771006173;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;6,471355577;NA;90;3;2;"M";"Adult";"1";1;"D";2;-0,340632570019599;-0,505077422386762;-0,411691685268988;1,00702872822001
"857";"10833";"Schor Wilhelminapolder, Zeeland";544;102;4,400000095;NA;NA;0,136805556;0,0187157601524691;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;8,17173001;NA;90;3;2;"M";"Adult";"1";1;"D";2;-0,310149411654946;-0,480154091013933;0,0827081014746927;1,00702872822001
"858";"10838";"Schor Wilhelminapolder, Zeeland";516;98;5,099999905;-0,314710744917906;-5,08999400754935;0,139583333;0,0194835068513889;2;"2017_2018";"Oosterschelde";2,43187440190775;1,12079726511916;8,201976554;11,7150416166901;90;3;2;"M";"Adult";"1";1;"D";2;-0,269505224888593;-0,44632807249538;0,774867615043927;1,00702872822001
"860";"10837";"Schor Wilhelminapolder, Zeeland";558;100;3;NA;NA;0,141666667;0,0200694445388889;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;7,590824341;NA;90;3;1;"F";"Adult";"1";1;"D";2;-0,239022066523939;-0,420512345646954;-1,30161139534357;1,00702872822001
"861";"10836";"Schor Wilhelminapolder, Zeeland";572;101;4,900000095;NA;NA;0,142361111;0,0202666859251543;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;NA;NA;90;3;1;"F";"Adult";"0";0;"D";2;-0,228861023490329;-0,411822121652729;0,577107888218374;1,00702872822001
"862";"10822";"Schor Wilhelminapolder, Zeeland";481;93;4,800000191;-0,129685368464451;-5,2005995288701;0,14375;0,0206640625;2;"2017_2018";"Oosterschelde";2,43187440190775;0,829390485647666;8,716948811;13,0956392470684;90;3;2;"M";"Adult";"0";0;"D";2;-0,208538922791197;-0,394314176130486;0,478228025794396;1,00702872822001
"863";"10794";"Schor Wilhelminapolder, Zeeland";493;99;3,299999952;-0,293080858731535;-5,08225098615858;0,145138889;0,0210652971001543;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;18,26567969;10,5898070254274;90;3;1;"F";"Adult";"1";1;"D";2;-0,188216822092065;-0,376636250540964;-1,00497157075975;1,00702872822001
"864";"10745";"Schor Wilhelminapolder, Zeeland";512;98;4;NA;NA;0,146527778;0,0214703897256173;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;13,36584626;NA;90;3;1;"F";"Adult";"0";0;"D";2;-0,167894721392933;-0,358788344884164;-0,312811821856212;1,00702872822001
"865";"10824";"Schor Wilhelminapolder, Zeeland";532;97;3,299999952;NA;NA;0,147222222;0,0216743826506173;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;9,33573147;NA;90;3;2;"M";"Adult";"0";0;"D";2;-0,157733678359322;-0,349800656016972;-1,00497157075975;1,00702872822001
"866";"10761";"Schor Wilhelminapolder, Zeeland";510;97;3,700000048;-0,26938786521217;-4,9764463447612;0,148611111;0,0220852623126543;2;"2017_2018";"Oosterschelde";2,43187440190775;1,53903465854249;13,34180194;10,5339959227386;90;3;1;"F";"Adult";"1";1;"D";2;-0,13741157766019;-0,331697780320448;-0,609451646440041;1,00702872822001
"867";"10762";"Schor Wilhelminapolder, Zeeland";457;99;3;-0,0962942703484298;-5,5895508176657;0,15;0,0225;2;"2017_2018";"Oosterschelde";2,43187440190775;0,885972482143956;9,808028904;11,338910292081;90;3;2;"M";"Adult";"0";0;"D";2;-0,117089476961058;-0,313424924556644;-1,30161139534357;1,00702872822001
"868";"10763";"Schor Wilhelminapolder, Zeeland";500;96;5,099999905;-0,00300752106696285;-5,27088571304817;0,151388889;0,0229185957126543;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;10,56839418;NA;90;3;2;"M";"Adult";"1";1;"D";2;-0,0967673762619263;-0,294982088725563;0,774867615043927;1,00702872822001
"869";"10764";"Schor Wilhelminapolder, Zeeland";493;94;4,800000191;-0,305708906844403;-5,52837032528304;0,152083333;0,0231293401763889;2;"2017_2018";"Oosterschelde";2,43187440190775;1,00020848707668;11,85707633;9,61738929881425;90;3;2;"M";"Adult";"0";0;"D";2;-0,0866063332283161;-0,285696934985406;0,478228025794396;1,00702872822001
"945";"10786";"Schor Wilhelminapolder, Zeeland";562;97;2,599999905;-0,154248723689908;-4,55036194973226;0,036111111;0,00130401233765432;2;"2017_2018";"Oosterschelde";2,43187440190775;0,713970605928973;8,719479813;12,1204559096696;90;3;1;"F";"Adult";"1";1;"D";2;-1,78350160260268;-1,24729526511863;-1,69713131867448;1,00702872822001
"946";"10802";"Schor Wilhelminapolder, Zeeland";572;102;5,300000191;-0,164303051462921;-4,79579054577823;0,038194444;0,00145881555246914;2;"2017_2018";"Oosterschelde";2,43187440190775;1,42270769218994;11,30756493;10,3230769222225;90;3;2;"M";"Adult";"1";1;"D";2;-1,75301845886994;-1,24047481715262;0,972627812538077;1,00702872822001
"969";"10452";"Prunjepolder, Oosterschelde";535;96;4,400000095;-0,272270947524684;-5,23672187961466;0,284722222;0,0810667437006173;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;4,854567791;NA;79;3;1;"F";"Adult";"0";0;"D";1;1,85415412990372;2,26695706832705;0,0827081014746927;-0,988380048067788
"972";"10564";"Prunjepolder, Oosterschelde";474;97;5;NA;NA;0,274305556;0,0752435380524691;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;5,703476324;NA;79;3;2;"M";"Adult";"0";0;"D";1;1,7017383966081;2,01039346164694;0,67598775163115;-0,988380048067788
"973";"10547";"Prunjepolder, Oosterschelde";564;98;4,400000095;-0,172493467952247;-4,84306159397285;0,290972222;0,0846648339756173;2;"2017_2018";"Oosterschelde";2,43187440190775;0,569885177427745;8,551629606;16,8162839240974;79;3;1;"F";"Adult";"1";1;"D";1;1,94560357573386;2,42548470308579;0,0827081014746927;-0,988380048067788
"975";"10545";"Prunjepolder, Oosterschelde";464;97;4,5;-0,21108714275095;-5,28051274162128;0,296527778;0,0879287231256173;2;"2017_2018";"Oosterschelde";2,43187440190775;1,08307997822376;11,3073853;16,255331882279;79;3;1;"F";"Adult";"0";0;"D";1;2,02689197853039;2,56928782849909;0,181587964887469;-0,988380048067788
"976";"10544";"Prunjepolder, Oosterschelde";538;98;4,300000191;NA;NA;0,297222222;0,0883410492506173;2;"2017_2018";"Oosterschelde";2,43187440190775;NA;8,816059619;NA;79;3;1;"F";"Adult";"1";1;"D";1;2,037053021564;2,58745443365617;-0,016171760949285;-0,988380048067788
"977";"10543";"Prunjepolder, Oosterschelde";562;96;3,299999952;-0,0173397468441505;-5,21945451798826;0,297916667;0,0887543404763889;2;"2017_2018";"Oosterschelde";2,43187440190775;0,761593768727392;14,03730751;17,0356500899548;79;3;1;"F";"Adult";"1";1;"D";1;2,04721407922952;2,60566356002061;-1,00497157075975;-0,988380048067788
